"Longitude","Latitude","Parameter.Name","Date","level"
-80.23389,26.73083,"pm25",2014-01-06,3.3
-82.73987,27.78587,"pm25",2014-01-06,4.1
-82.2304,27.96565,"pm25",2014-01-06,5
-81.3625,28.59639,"pm25",2014-01-06,6
-95.25759,29.73373,"pm25",2014-01-06,3.7
-90.27509,30.04357,"pm25",2014-01-06,3.1
-81.63417,30.13556,"pm25",2014-01-06,3.8
-91.31611,30.22056,"pm25",2014-01-06,3.2
-81.54778,30.35472,"pm25",2014-01-06,4
-81.6354,30.35634,"pm25",2014-01-06,4.9
-91.17922,30.46198,"pm25",2014-01-06,7
-91.21356,30.50064,"pm25",2014-01-06,5
-84.10019,31.57692,"pm25",2014-01-06,2.6
-110.9823,32.29515,"pm25",2014-01-06,9.7
-115.48414,32.67619,"pm25",2014-01-06,16.9
-117.14965,32.70149,"pm25",2014-01-06,8.9
-97.34233,32.75914,"pm25",2014-01-06,5.3
-79.95869,32.79098,"pm25",2014-01-06,4.5
-96.86008,32.81995,"pm25",2014-01-06,4.6
-112.07533,33.40316,"pm25",2014-01-06,13.2
-111.86507,33.41045,"pm25",2014-01-06,3
-111.93473,33.4124,"pm25",2014-01-06,6.2
-112.11814,33.4265,"pm25",2014-01-06,18
-112.14257,33.48385,"pm25",2014-01-06,10.2
-86.815,33.55306,"pm25",2014-01-06,6.5
-112.06626,33.56033,"pm25",2014-01-06,4.9
-112.19196,33.57454,"pm25",2014-01-06,6
-84.29048,33.68797,"pm25",2014-01-06,8.1
-97.2759,33.88081,"pm25",2014-01-06,3.6
-116.83,33.945,"pm25",2014-01-06,0.3
-81.02414,33.99151,"pm25",2014-01-06,12.5
-118.86944,34.20824,"pm25",2014-01-06,1.8
-119.1425,34.25324,"pm25",2014-01-06,2
-118.68473,34.27574,"pm25",2014-01-06,-0.6
-77.83861,34.36417,"pm25",2014-01-06,7.8
-118.81,34.40285,"pm25",2014-01-06,-0.2
-119.8284,34.44551,"pm25",2014-01-06,5.4
-119.23028,34.44657,"pm25",2014-01-06,3.4
-98.42879,34.63298,"pm25",2014-01-06,2.7
-95.78437,34.90227,"pm25",2014-01-06,4.5
-77.96078,34.95482,"pm25",2014-01-06,5.9
-81.9248,34.95557,"pm25",2014-01-06,3.2
-120.56388,35.02083,"pm25",2014-01-06,11.2
-120.5843,35.03331,"pm25",2014-01-06,16.5
-79.83661,35.26249,"pm25",2014-01-06,6.4
-97.4841,35.3201,"pm25",2014-01-06,4.7
-119.04121,35.35609,"pm25",2014-01-06,80.5
-77.99389,35.36921,"pm25",2014-01-06,6.4
-79.2887,35.4325,"pm25",2014-01-06,3.3
-83.4437,35.43551,"pm25",2014-01-06,8
-120.66804,35.49158,"pm25",2014-01-06,19.3
-97.47508,35.61413,"pm25",2014-01-06,4.5
-94.6697,35.75073,"pm25",2014-01-06,5.7
-76.89782,35.81069,"pm25",2014-01-06,8.3
-78.57417,35.85611,"pm25",2014-01-06,8.2
-84.51713,35.88982,"pm25",2014-01-06,11
-84.52406,35.90257,"pm25",2014-01-06,4.9
-84.49709,35.90712,"pm25",2014-01-06,4.7
-84.50362,35.91676,"pm25",2014-01-06,6.5
-84.51657,35.9255,"pm25",2014-01-06,4.7
-96.00498,35.95371,"pm25",2014-01-06,8.6
-115.05288,36.04874,"pm25",2014-01-06,4.7
-115.07873,36.14189,"pm25",2014-01-06,11.5
-115.11392,36.16396,"pm25",2014-01-06,12.3
-115.12293,36.19126,"pm25",2014-01-06,11.1
-95.97654,36.2049,"pm25",2014-01-06,6.5
-121.12637,36.20929,"pm25",2014-01-06,13.9
-79.46742,36.30703,"pm25",2014-01-06,7.1
-121.73157,36.49577,"pm25",2014-01-06,6.4
-87.32805,36.51471,"pm25",2014-01-06,2.5
-121.63718,36.69676,"pm25",2014-01-06,12.7
-97.08132,36.69727,"pm25",2014-01-06,5.6
-119.77417,36.78532,"pm25",2014-01-06,59.7
-76.18123,36.84188,"pm25",2014-01-06,3.5
-121.36212,36.8441,"pm25",2014-01-06,11.1
-97.345,36.93997,"pm25",2014-01-06,8.2
-121.98933,36.98392,"pm25",2014-01-06,12.2
-121.57468,36.99957,"pm25",2014-01-06,14.1
-122.07569,37.04801,"pm25",2014-01-06,42.7
-86.21487,37.04926,"pm25",2014-01-06,6
-119.69907,37.2136,"pm25",2014-01-06,8.7
-79.88452,37.28342,"pm25",2014-01-06,3.6
-121.8949,37.3485,"pm25",2014-01-06,28.2
-82.53532,37.4826,"pm25",2014-01-06,5.9
-122.20337,37.48293,"pm25",2014-01-06,22.8
-77.40027,37.55652,"pm25",2014-01-06,4
-77.5664,37.67132,"pm25",2014-01-06,4.2
-121.78422,37.68753,"pm25",2014-01-06,31.8
-122.16993,37.74307,"pm25",2014-01-06,26.9
-122.39904,37.76595,"pm25",2014-01-06,25
-122.28235,37.81478,"pm25",2014-01-06,25.8
-122.02615,37.93601,"pm25",2014-01-06,22.9
-122.35681,37.9604,"pm25",2014-01-06,26.4
-122.52,37.97231,"pm25",2014-01-06,25
-87.57786,38.01325,"pm25",2014-01-06,7.3
-85.89804,38.06091,"pm25",2014-01-06,5.5
-122.23798,38.10251,"pm25",2014-01-06,25.35
-85.65452,38.22876,"pm25",2014-01-06,5
-85.81566,38.23319,"pm25",2014-01-06,6.3
-85.83417,38.30806,"pm25",2014-01-06,5.2
-122.29619,38.31094,"pm25",2014-01-06,24.5
-76.14045,38.58763,"pm25",2014-01-06,4.5
-121.36801,38.61378,"pm25",2014-01-06,21.8
-121.16446,38.6833,"pm25",2014-01-06,8.3
-76.95278,38.89722,"pm25",2014-01-06,6.8
-119.73251,38.89756,"pm25",2014-01-06,24.2
-77.01318,38.92185,"pm25",2014-01-06,8
-121.09959,38.93568,"pm25",2014-01-06,0.6
-75.55518,38.98475,"pm25",2014-01-06,11.6
-122.2818,39.02122,"pm25",2014-01-06,3.7
-76.87833,39.05528,"pm25",2014-01-06,8.3
-108.56117,39.0638,"pm25",2014-01-06,9.6
-77.10694,39.11444,"pm25",2014-01-06,3.9
-121.61855,39.13877,"pm25",2014-01-06,17.5
-119.7661,39.1447,"pm25",2014-01-06,10.7
-86.50476,39.15938,"pm25",2014-01-06,0.8
-76.60472,39.29806,"pm25",2014-01-06,8.8
-75.7972,39.3052,"pm25",2014-01-06,3.1
-76.29667,39.41,"pm25",2014-01-06,5.3
-87.4014,39.48615,"pm25",2014-01-06,2.35
-119.80772,39.52508,"pm25",2014-01-06,16.8
-119.78498,39.532,"pm25",2014-01-06,19
-119.74676,39.54092,"pm25",2014-01-06,26.5
-77.72164,39.56558,"pm25",2014-01-06,4.1
-75.61074,39.5778,"pm25",2014-01-06,3.7
-75.86,39.70111,"pm25",2014-01-06,4.7
-79.012,39.70595,"pm25",2014-01-06,5.6
-105.0153,39.73217,"pm25",2014-01-06,10.9
-75.55806,39.73944,"pm25",2014-01-06,4.45
-104.98762,39.75118,"pm25",2014-01-06,10.65
-121.84162,39.76154,"pm25",2014-01-06,32.5
-86.21463,39.7889,"pm25",2014-01-06,3.8
-86.11447,39.8111,"pm25",2014-01-06,4.9
-75.76824,39.83446,"pm25",2014-01-06,4.8
-75.3725,39.83556,"pm25",2014-01-06,3.5
-77.30968,39.92002,"pm25",2014-01-06,2.1
-75.18692,39.92287,"pm25",2014-01-06,7.8
-75.14222,39.96006,"pm25",2014-01-06,5.1
-85.93955,39.96088,"pm25",2014-01-06,5.5
-76.69944,39.96528,"pm25",2014-01-06,4
-75.08083,39.99139,"pm25",2014-01-06,3.5
-75.09778,40.00889,"pm25",2014-01-06,4.5
-76.28333,40.04667,"pm25",2014-01-06,5.3
-82.81552,40.0845,"pm25",2014-01-06,6.8
-108.76139,40.08694,"pm25",2014-01-06,5.2
-74.88222,40.10722,"pm25",2014-01-06,6.3
-75.30917,40.11222,"pm25",2014-01-06,3.8
-79.90222,40.14667,"pm25",2014-01-06,7.1
-122.22714,40.1678,"pm25",2014-01-06,5.3
-80.26139,40.17056,"pm25",2014-01-06,7.5
-77.18675,40.24653,"pm25",2014-01-06,6.6
-76.84699,40.24699,"pm25",2014-01-06,10.2
-111.66306,40.25361,"pm25",2014-01-06,13.7
-79.50567,40.30469,"pm25",2014-01-06,4.1
-78.915,40.30972,"pm25",2014-01-06,7.1
-76.38345,40.33733,"pm25",2014-01-06,5.7
-111.71361,40.34139,"pm25",2014-01-06,19.7
-80.61558,40.36644,"pm25",2014-01-06,9.1
-75.9686,40.38335,"pm25",2014-01-06,7.9
-86.8525,40.43164,"pm25",2014-01-06,0.9
-80.42083,40.44528,"pm25",2014-01-06,3.8
-78.37083,40.53528,"pm25",2014-01-06,10.4
-75.34111,40.62806,"pm25",2014-01-06,4
-111.87222,40.73639,"pm25",2014-01-06,17
-80.31644,40.7478,"pm25",2014-01-06,3.7
-111.931,40.78422,"pm25",2014-01-06,15.2
-77.87703,40.81139,"pm25",2014-01-06,6.9
-75.32328,41.08306,"pm25",2014-01-06,2.3
-85.10182,41.09497,"pm25",2014-01-06,9.3
-95.9561,41.13329,"pm25",2014-01-06,7.4
-104.77833,41.18223,"pm25",2014-01-06,1.2
-111.97552,41.20632,"pm25",2014-01-06,2
-80.48478,41.21501,"pm25",2014-01-06,5.5
-95.97314,41.24749,"pm25",2014-01-06,5
-75.62306,41.44278,"pm25",2014-01-06,6.2
-81.67845,41.49212,"pm25",2014-01-06,5.7
-71.4237,41.49511,"pm25",2014-01-06,-3.2
-109.207,41.575,"pm25",2014-01-06,1.6
-87.30473,41.60668,"pm25",2014-01-06,12
-71.72,41.61524,"pm25",2014-01-06,-1.3
-87.19925,41.61756,"pm25",2014-01-06,8.1
-85.96837,41.65691,"pm25",2014-01-06,4.6
-71.16924,41.68571,"pm25",2014-01-06,2.7
-86.21468,41.69669,"pm25",2014-01-06,5.1
-107.11918,41.78339,"pm25",2014-01-06,2.1
-71.4151,41.80778,"pm25",2014-01-06,2.5
-90.21198,41.82328,"pm25",2014-01-06,5.1
-71.36077,41.84157,"pm25",2014-01-06,2.4
-91.68766,41.97677,"pm25",2014-01-06,5.3
-80.03861,42.14175,"pm25",2014-01-06,7.9
-71.11397,42.21177,"pm25",2014-01-06,0.2
-71.79432,42.26396,"pm25",2014-01-06,6.1
-71.0826,42.3295,"pm25",2014-01-06,4.2
-71.0543,42.3631,"pm25",2014-01-06,6.15
-70.97082,42.47464,"pm25",2014-01-06,3.9
-73.75464,42.64225,"pm25",2014-01-06,6.7
-105.30353,42.76697,"pm25",2014-01-06,2.5
-71.10229,42.77084,"pm25",2014-01-06,3.8
-71.87839,42.86175,"pm25",2014-01-06,3.6
-71.38017,42.86254,"pm25",2014-01-06,8.6
-109.87076,42.86982,"pm25",2014-01-06,1.5
-72.27239,42.93047,"pm25",2014-01-06,11.2
-112.455,42.97833,"pm25",2014-01-06,8.3
-70.748,43.07533,"pm25",2014-01-06,2.7
-72.30958,43.62961,"pm25",2014-01-06,4.3
-70.21422,44.08941,"pm25",2014-01-06,6.4
-105.34316,44.09707,"pm25",2014-01-06,3.75
-105.53976,44.50268,"pm25",2014-01-06,4.5
-106.48982,45.36615,"pm25",2014-01-06,2.1
-105.37028,45.44029,"pm25",2014-01-06,3.2
-122.5901,45.64987,"pm25",2014-01-06,32.3
-112.50125,46.0026,"pm25",2014-01-06,26.2
-114.15889,46.24362,"pm25",2014-01-06,13.2
-120.49917,46.59806,"pm25",2014-01-06,24.7
-112.01309,46.65876,"pm25",2014-01-06,14.9
-100.76821,46.82543,"pm25",2014-01-06,3.5
-114.0215,46.84218,"pm25",2014-01-06,6.15
-111.98716,46.8505,"pm25",2014-01-06,3.8
-96.85535,46.93375,"pm25",2014-01-06,2.2
-114.22427,47.01291,"pm25",2014-01-06,11.3
-109.45531,47.04854,"pm25",2014-01-06,3.3
-101.42806,47.18583,"pm25",2014-01-06,6.4
-122.4517,47.1864,"pm25",2014-01-06,28.5
-101.76694,47.29861,"pm25",2014-01-06,3.65
-102.5273,47.3132,"pm25",2014-01-06,0.4
-122.23028,47.38611,"pm25",2014-01-06,21.7
-120.34195,47.43061,"pm25",2014-01-06,9.7
-122.30863,47.56824,"pm25",2014-01-06,12.6
-103.2995,47.5812,"pm25",2014-01-06,2.7
-122.6274,47.59267,"pm25",2014-01-06,7.7
-104.48555,47.80339,"pm25",2014-01-06,2.6
-122.3167,47.8064,"pm25",2014-01-06,14.1
-122.17153,48.05432,"pm25",2014-01-06,28.45
-103.63951,48.15278,"pm25",2014-01-06,4
-121.6031,48.2469,"pm25",2014-01-06,21.6
-107.86247,48.31751,"pm25",2014-01-06,1.1
-114.18927,48.36369,"pm25",2014-01-06,9.5
-115.55331,48.39155,"pm25",2014-01-06,21
-122.61428,48.52059,"pm25",2014-01-06,6.9
-102.4018,48.64193,"pm25",2014-01-06,2.3
-122.44028,48.76278,"pm25",2014-01-06,12.4
-149.03166,61.53416,"pm25",2014-01-06,1.6
-149.45525,61.5988,"pm25",2014-01-06,-1.5
-149.10622,61.5989,"pm25",2014-01-06,-1.3
-80.48278,25.47194,"pm25",2014-01-07,5.4
-80.23389,26.73083,"pm25",2014-01-07,3.2
-82.73987,27.78587,"pm25",2014-01-07,2.9
-82.2304,27.96565,"pm25",2014-01-07,3.4
-81.3625,28.59639,"pm25",2014-01-07,3.2
-95.25759,29.73373,"pm25",2014-01-07,7
-90.27509,30.04357,"pm25",2014-01-07,5
-81.63417,30.13556,"pm25",2014-01-07,3.3
-81.54778,30.35472,"pm25",2014-01-07,3
-81.6354,30.35634,"pm25",2014-01-07,3.9
-91.17922,30.46198,"pm25",2014-01-07,7.25
-91.21356,30.50064,"pm25",2014-01-07,4.2
-84.10019,31.57692,"pm25",2014-01-07,2.9
-110.9823,32.29515,"pm25",2014-01-07,5.2
-115.48414,32.67619,"pm25",2014-01-07,16.8
-117.14965,32.70149,"pm25",2014-01-07,8.5
-116.3652,32.72523,"pm25",2014-01-07,-1.8
-79.95869,32.79098,"pm25",2014-01-07,4.5
-96.86008,32.81995,"pm25",2014-01-07,6.4
-112.07533,33.40316,"pm25",2014-01-07,11.6
-111.86507,33.41045,"pm25",2014-01-07,3
-111.93473,33.4124,"pm25",2014-01-07,5.5
-112.11814,33.4265,"pm25",2014-01-07,16.1
-112.14257,33.48385,"pm25",2014-01-07,14.4
-86.815,33.55306,"pm25",2014-01-07,5.1
-112.06626,33.56033,"pm25",2014-01-07,7
-112.19196,33.57454,"pm25",2014-01-07,7.9
-84.29048,33.68797,"pm25",2014-01-07,10.2
-97.2759,33.88081,"pm25",2014-01-07,4.1
-116.83,33.945,"pm25",2014-01-07,2
-81.02414,33.99151,"pm25",2014-01-07,13.5
-118.86944,34.20824,"pm25",2014-01-07,6.1
-119.1425,34.25324,"pm25",2014-01-07,5.2
-118.68473,34.27574,"pm25",2014-01-07,4.6
-77.83861,34.36417,"pm25",2014-01-07,9.7
-118.81,34.40285,"pm25",2014-01-07,1.8
-119.8284,34.44551,"pm25",2014-01-07,5.9
-119.23028,34.44657,"pm25",2014-01-07,5.8
-98.42879,34.63298,"pm25",2014-01-07,3.4
-92.2813,34.75619,"pm25",2014-01-07,6.3
-82.41459,34.8439,"pm25",2014-01-07,7.1
-95.78437,34.90227,"pm25",2014-01-07,5.1
-120.56388,35.02083,"pm25",2014-01-07,10.5
-120.5843,35.03331,"pm25",2014-01-07,15.9
-79.83661,35.26249,"pm25",2014-01-07,5.8
-97.4841,35.3201,"pm25",2014-01-07,4.5
-119.04121,35.35609,"pm25",2014-01-07,70.4
-77.99389,35.36921,"pm25",2014-01-07,4.6
-79.2887,35.4325,"pm25",2014-01-07,4.9
-83.4437,35.43551,"pm25",2014-01-07,9.6
-120.66804,35.49158,"pm25",2014-01-07,14.7
-97.47508,35.61413,"pm25",2014-01-07,3.6
-94.6697,35.75073,"pm25",2014-01-07,5.8
-115.35705,35.78567,"pm25",2014-01-07,2.6
-76.89782,35.81069,"pm25",2014-01-07,10.2
-78.57417,35.85611,"pm25",2014-01-07,10.8
-84.51713,35.88982,"pm25",2014-01-07,13
-84.52406,35.90257,"pm25",2014-01-07,4.7
-84.49709,35.90712,"pm25",2014-01-07,5.1
-84.50362,35.91676,"pm25",2014-01-07,7.3
-84.51657,35.9255,"pm25",2014-01-07,7
-96.00498,35.95371,"pm25",2014-01-07,4.1
-115.05288,36.04874,"pm25",2014-01-07,8.4
-115.07873,36.14189,"pm25",2014-01-07,19.2
-115.11392,36.16396,"pm25",2014-01-07,23.1
-115.12293,36.19126,"pm25",2014-01-07,16.6
-95.97654,36.2049,"pm25",2014-01-07,6.4
-121.12637,36.20929,"pm25",2014-01-07,9.3
-79.46742,36.30703,"pm25",2014-01-07,5
-121.73157,36.49577,"pm25",2014-01-07,5
-87.32805,36.51471,"pm25",2014-01-07,5.1
-121.63718,36.69676,"pm25",2014-01-07,11.8
-97.08132,36.69727,"pm25",2014-01-07,6.1
-119.77417,36.78532,"pm25",2014-01-07,56
-76.18123,36.84188,"pm25",2014-01-07,3.9
-121.36212,36.8441,"pm25",2014-01-07,12.2
-97.345,36.93997,"pm25",2014-01-07,7.4
-121.98933,36.98392,"pm25",2014-01-07,12
-121.57468,36.99957,"pm25",2014-01-07,17.3
-122.07569,37.04801,"pm25",2014-01-07,41
-119.69907,37.2136,"pm25",2014-01-07,12.6
-79.88452,37.28342,"pm25",2014-01-07,3.9
-121.8949,37.3485,"pm25",2014-01-07,28.3
-82.53532,37.4826,"pm25",2014-01-07,7.5
-122.20337,37.48293,"pm25",2014-01-07,27.3
-77.40027,37.55652,"pm25",2014-01-07,3.8
-121.78422,37.68753,"pm25",2014-01-07,33.2
-122.16993,37.74307,"pm25",2014-01-07,29.7
-122.39904,37.76595,"pm25",2014-01-07,16.1
-122.28235,37.81478,"pm25",2014-01-07,25.2
-122.02615,37.93601,"pm25",2014-01-07,23.6
-122.35681,37.9604,"pm25",2014-01-07,23.4
-122.52,37.97231,"pm25",2014-01-07,20
-87.57786,38.01325,"pm25",2014-01-07,7.3
-85.89804,38.06091,"pm25",2014-01-07,8.1
-122.23798,38.10251,"pm25",2014-01-07,20.8
-85.65452,38.22876,"pm25",2014-01-07,7.6
-85.81566,38.23319,"pm25",2014-01-07,8.8
-85.83417,38.30806,"pm25",2014-01-07,9.3
-122.29619,38.31094,"pm25",2014-01-07,29.9
-76.14045,38.58763,"pm25",2014-01-07,5.5
-121.36801,38.61378,"pm25",2014-01-07,23.2
-121.16446,38.6833,"pm25",2014-01-07,16.1
-76.95278,38.89722,"pm25",2014-01-07,13.8
-119.73251,38.89756,"pm25",2014-01-07,18.8
-77.01318,38.92185,"pm25",2014-01-07,6
-121.09959,38.93568,"pm25",2014-01-07,4.2
-75.55518,38.98475,"pm25",2014-01-07,1.6
-122.2818,39.02122,"pm25",2014-01-07,5.6
-76.87833,39.05528,"pm25",2014-01-07,3.3
-108.56117,39.0638,"pm25",2014-01-07,16.9
-77.10694,39.11444,"pm25",2014-01-07,3.6
-121.61855,39.13877,"pm25",2014-01-07,15.9
-119.7661,39.1447,"pm25",2014-01-07,12.9
-86.50476,39.15938,"pm25",2014-01-07,7.8
-122.01773,39.20293,"pm25",2014-01-07,8.7
-76.60472,39.29806,"pm25",2014-01-07,5.55
-75.7972,39.3052,"pm25",2014-01-07,3.3
-76.29667,39.41,"pm25",2014-01-07,3.8
-87.4014,39.48615,"pm25",2014-01-07,4.4
-119.80772,39.52508,"pm25",2014-01-07,14.5
-119.78498,39.532,"pm25",2014-01-07,19
-119.74676,39.54092,"pm25",2014-01-07,19.8
-77.72164,39.56558,"pm25",2014-01-07,3.6
-75.61074,39.5778,"pm25",2014-01-07,7.1
-75.86,39.70111,"pm25",2014-01-07,4.8
-79.012,39.70595,"pm25",2014-01-07,6.7
-105.0153,39.73217,"pm25",2014-01-07,10.7
-75.55806,39.73944,"pm25",2014-01-07,5.4
-104.98762,39.75118,"pm25",2014-01-07,15.4
-121.84162,39.76154,"pm25",2014-01-07,24.5
-86.21463,39.7889,"pm25",2014-01-07,6.1
-86.11447,39.8111,"pm25",2014-01-07,8.5
-75.76824,39.83446,"pm25",2014-01-07,1.8
-75.3725,39.83556,"pm25",2014-01-07,6.8
-77.30968,39.92002,"pm25",2014-01-07,2.6
-75.18692,39.92287,"pm25",2014-01-07,11.6
-120.93882,39.9371,"pm25",2014-01-07,30.2
-75.16521,39.94465,"pm25",2014-01-07,8.7
-75.14222,39.96006,"pm25",2014-01-07,7.5
-85.93955,39.96088,"pm25",2014-01-07,7.9
-76.69944,39.96528,"pm25",2014-01-07,0.8
-76.28333,40.04667,"pm25",2014-01-07,3.7
-82.81552,40.0845,"pm25",2014-01-07,6.6
-108.76139,40.08694,"pm25",2014-01-07,8.3
-74.88222,40.10722,"pm25",2014-01-07,8.8
-75.30917,40.11222,"pm25",2014-01-07,4.2
-79.90222,40.14667,"pm25",2014-01-07,6.1
-122.22714,40.1678,"pm25",2014-01-07,10.1
-80.26139,40.17056,"pm25",2014-01-07,7.1
-77.18675,40.24653,"pm25",2014-01-07,6.5
-76.84699,40.24699,"pm25",2014-01-07,7.8
-111.66306,40.25361,"pm25",2014-01-07,21
-79.50567,40.30469,"pm25",2014-01-07,6.1
-78.915,40.30972,"pm25",2014-01-07,8.4
-76.38345,40.33733,"pm25",2014-01-07,8.2
-111.71361,40.34139,"pm25",2014-01-07,21.2
-80.61558,40.36644,"pm25",2014-01-07,8.9
-75.9686,40.38335,"pm25",2014-01-07,7.1
-86.8525,40.43164,"pm25",2014-01-07,2.9
-80.42083,40.44528,"pm25",2014-01-07,6.6
-78.37083,40.53528,"pm25",2014-01-07,11.6
-75.34111,40.62806,"pm25",2014-01-07,9.2
-73.82153,40.73614,"pm25",2014-01-07,7.2
-111.87222,40.73639,"pm25",2014-01-07,38.2
-80.31644,40.7478,"pm25",2014-01-07,0.3
-111.931,40.78422,"pm25",2014-01-07,30.3
-75.32328,41.08306,"pm25",2014-01-07,5.8
-85.10182,41.09497,"pm25",2014-01-07,11.2
-95.9561,41.13329,"pm25",2014-01-07,9
-104.77833,41.18223,"pm25",2014-01-07,-1.1
-111.97552,41.20632,"pm25",2014-01-07,18.9
-80.48478,41.21501,"pm25",2014-01-07,5.6
-95.97314,41.24749,"pm25",2014-01-07,7.6
-75.62306,41.44278,"pm25",2014-01-07,8.6
-81.67845,41.49212,"pm25",2014-01-07,6.5
-71.4237,41.49511,"pm25",2014-01-07,3.1
-109.207,41.575,"pm25",2014-01-07,2.7
-93.64312,41.60316,"pm25",2014-01-07,7.9
-87.30473,41.60668,"pm25",2014-01-07,13.6
-71.72,41.61524,"pm25",2014-01-07,5.5
-87.19925,41.61756,"pm25",2014-01-07,8.6
-85.96837,41.65691,"pm25",2014-01-07,11.7
-71.16924,41.68571,"pm25",2014-01-07,4.3
-86.21468,41.69669,"pm25",2014-01-07,10.4
-111.8375,41.73111,"pm25",2014-01-07,30.2
-107.11918,41.78339,"pm25",2014-01-07,0.5
-71.4151,41.80778,"pm25",2014-01-07,4.3
-90.21198,41.82328,"pm25",2014-01-07,9.1
-71.36077,41.84157,"pm25",2014-01-07,3.4
-90.17757,41.875,"pm25",2014-01-07,9.5
-91.68766,41.97677,"pm25",2014-01-07,10
-80.03861,42.14175,"pm25",2014-01-07,8.5
-71.11397,42.21177,"pm25",2014-01-07,6.3
-71.79432,42.26396,"pm25",2014-01-07,8.2
-71.0826,42.3295,"pm25",2014-01-07,7.2
-71.0543,42.3631,"pm25",2014-01-07,8.3
-70.97082,42.47464,"pm25",2014-01-07,5
-105.30353,42.76697,"pm25",2014-01-07,2
-71.10229,42.77084,"pm25",2014-01-07,5.3
-71.87839,42.86175,"pm25",2014-01-07,4.6
-71.38017,42.86254,"pm25",2014-01-07,10.2
-109.87076,42.86982,"pm25",2014-01-07,8.9
-72.27239,42.93047,"pm25",2014-01-07,6.2
-112.455,42.97833,"pm25",2014-01-07,11.7
-70.748,43.07533,"pm25",2014-01-07,0.8
-72.30958,43.62961,"pm25",2014-01-07,2.6
-70.21422,44.08941,"pm25",2014-01-07,7
-105.34316,44.09707,"pm25",2014-01-07,4.2
-105.53976,44.50268,"pm25",2014-01-07,2.3
-106.48982,45.36615,"pm25",2014-01-07,2.4
-105.37028,45.44029,"pm25",2014-01-07,1.4
-122.5901,45.64987,"pm25",2014-01-07,15
-112.50125,46.0026,"pm25",2014-01-07,34.6
-114.15889,46.24362,"pm25",2014-01-07,17.7
-120.49917,46.59806,"pm25",2014-01-07,16.7
-112.01309,46.65876,"pm25",2014-01-07,22.5
-100.76821,46.82543,"pm25",2014-01-07,2.9
-114.0215,46.84218,"pm25",2014-01-07,12.8
-111.98716,46.8505,"pm25",2014-01-07,4.5
-96.85535,46.93375,"pm25",2014-01-07,3.2
-114.22427,47.01291,"pm25",2014-01-07,16.7
-109.45531,47.04854,"pm25",2014-01-07,4.2
-101.42806,47.18583,"pm25",2014-01-07,-0.2
-122.4517,47.1864,"pm25",2014-01-07,14.6
-101.76694,47.29861,"pm25",2014-01-07,1.3
-102.5273,47.3132,"pm25",2014-01-07,1.1
-122.23028,47.38611,"pm25",2014-01-07,16.3
-120.34195,47.43061,"pm25",2014-01-07,10.2
-122.30863,47.56824,"pm25",2014-01-07,9.2
-103.2995,47.5812,"pm25",2014-01-07,-0.3
-122.6274,47.59267,"pm25",2014-01-07,3.8
-104.48555,47.80339,"pm25",2014-01-07,6
-122.3167,47.8064,"pm25",2014-01-07,8.6
-122.17153,48.05432,"pm25",2014-01-07,7.6
-103.63951,48.15278,"pm25",2014-01-07,5.9
-121.6031,48.2469,"pm25",2014-01-07,33.5
-107.86247,48.31751,"pm25",2014-01-07,3.1
-114.18927,48.36369,"pm25",2014-01-07,19.2
-115.55331,48.39155,"pm25",2014-01-07,25.1
-122.61428,48.52059,"pm25",2014-01-07,6.3
-102.4018,48.64193,"pm25",2014-01-07,0.4
-122.44028,48.76278,"pm25",2014-01-07,8
-149.03166,61.53416,"pm25",2014-01-07,7.4
-149.45525,61.5988,"pm25",2014-01-07,-1.5
-149.10622,61.5989,"pm25",2014-01-07,-0.5
-66.62725,18.00956,"pm25",2014-01-08,3.2
-65.82862,18.15344,"pm25",2014-01-08,3
-66.11446,18.44009,"pm25",2014-01-08,4.8
-80.48278,25.47194,"pm25",2014-01-08,3
-80.32639,25.94194,"pm25",2014-01-08,2.5
-80.09647,26.29202,"pm25",2014-01-08,2.8
-81.87791,26.60202,"pm25",2014-01-08,3.5
-80.23389,26.73083,"pm25",2014-01-08,1.7
-82.50722,27.29056,"pm25",2014-01-08,4.2
-82.73987,27.78587,"pm25",2014-01-08,7.4
-97.43156,27.80449,"pm25",2014-01-08,3.1
-82.2304,27.96565,"pm25",2014-01-08,7.6
-82.78215,27.98628,"pm25",2014-01-08,7.3
-80.62861,28.05361,"pm25",2014-01-08,3
-81.3625,28.59639,"pm25",2014-01-08,3.8
-81.31056,28.74611,"pm25",2014-01-08,4
-81.0525,29.20667,"pm25",2014-01-08,4.8
-95.12851,29.67002,"pm25",2014-01-08,4.7
-90.77997,29.67888,"pm25",2014-01-08,5.7
-95.25759,29.73373,"pm25",2014-01-08,5.6
-95.03123,29.7707,"pm25",2014-01-08,4.4
-90.27509,30.04357,"pm25",2014-01-08,5.7
-81.63417,30.13556,"pm25",2014-01-08,7.5
-93.21451,30.17714,"pm25",2014-01-08,5.9
-92.05139,30.2175,"pm25",2014-01-08,8.5
-91.06056,30.21778,"pm25",2014-01-08,12.9
-93.57833,30.22778,"pm25",2014-01-08,7.2
-89.39592,30.30083,"pm25",2014-01-08,4.8
-81.54778,30.35472,"pm25",2014-01-08,9
-81.6354,30.35634,"pm25",2014-01-08,6.1
-88.53393,30.37829,"pm25",2014-01-08,5.7
-89.04978,30.39037,"pm25",2014-01-08,7
