"Longitude","Latitude","Parameter.Name","level"
-94.746424,38.838575,"ozone",0.044795
-104.901289,38.853097,"ozone",0.0543523333333333
-90.105851,38.860669,"ozone",0.043814
-89.6228,38.869,"ozone",0.046593
-90.226488,38.872546,"ozone",0.04638
-121.30208,38.88563,"ozone",0.040255
-90.148031,38.890186,"ozone",0.044354
-121.003373,38.890941,"ozone",0.050239
-76.952778,38.897222,"ozone",0.041745
-90.44917,38.8994,"ozone",0.045893
-76.653056,38.9025,"ozone",0.046436
-84.852637,38.91833,"ozone",0.040836
-86.080489,38.920844,"ozone",0.045536
-77.013178,38.921847,"ozone",0.043583
-121.09959,38.93568,"ozone",0.04261
-106.9858,38.9564,"ozone",0.051034
-104.817215,38.958341,"ozone",0.0570046666666667
-77.016715,38.970092,"ozone",0.048522
-75.555185,38.984749,"ozone",0.044315
-86.99012,38.985578,"ozone",0.047422
-114.215833,39.005278,"ozone",0.048939
-84.47445,39.021881,"ozone",0.045518
-95.711275,39.024265,"ozone",0.044009
-76.8171,39.0284,"ozone",0.046886
-122.92229,39.0327,"ozone",0.0363433333333333
-90.8647,39.0447,"ozone",0.046145
-76.878333,39.055277,"ozone",0.044714
-88.548934,39.067159,"ozone",0.044113
-92.31517,39.0786,"ozone",0.043542
-84.1441,39.0828,"ozone",0.044582
-120.952778,39.100278,"ozone",0.043758
-96.6096,39.1021,"ozone",0.051
-90.32408,39.110539,"ozone",0.04409
-77.106944,39.114444,"ozone",0.043923
-94.635605,39.117219,"ozone",0.042395
-84.50404,39.12886,"ozone",0.044047
-108.313835,39.130575,"ozone",0.051519
-121.618549,39.138773,"ozone",0.037071
-119.7661,39.1447,"ozone",0.049308
-123.20298,39.14566,"ozone",0.028759
-120.148833,39.166017,"ozone",0.037197
-122.017728,39.202935,"ozone",0.035606
-121.820362,39.205572,"ozone",0.051831
-87.668297,39.210857,"ozone",0.040571
-84.69086,39.21494,"ozone",0.042683
-121.056591,39.234331,"ozone",0.0517
-119.956738,39.250409,"ozone",0.044507
-84.36612,39.2787,"ozone",0.045127
-85.766816,39.294322,"ozone",0.049664
-94.376623,39.30309,"ozone",0.045449
-75.7972,39.3052,"ozone",0.045587
-76.474444,39.310833,"ozone",0.044538
-120.845475,39.316555,"ozone",0.050924
-94.95102,39.327391,"ozone",0.043871
-76.5525,39.32889,"ozone",0.041443
-94.580841,39.331913,"ozone",0.046271
-84.544413,39.383382,"ozone",0.044163
-89.809739,39.396075,"ozone",0.043897
-119.739606,39.399837,"ozone",0.042677
-94.265373,39.407452,"ozone",0.044589
-76.296667,39.41,"ozone",0.04645
-86.152363,39.417243,"ozone",0.044514
-75.025204,39.422273,"ozone",0.040849
-77.37519,39.42276,"ozone",0.044531
-84.20077,39.42689,"ozone",0.042519
-83.788502,39.430038,"ozone",0.043344
-81.460443,39.432117,"ozone",0.04292
-77.041667,39.444167,"ozone",0.04545
-76.631261,39.462024,"ozone",0.045767
-74.448736,39.464872,"ozone",0.045275
-119.775354,39.469219,"ozone",0.040646
-118.783624,39.472471,"ozone",0.048577
-91.789141,39.475136,"ozone",0.042318
-87.401398,39.48615,"ozone",0.041713
-119.807717,39.525083,"ozone",0.041122
-84.393364,39.529481,"ozone",0.044925
-94.556,39.5306,"ozone",0.046131
-84.7286,39.5327,"ozone",0.045413
-122.191903,39.533761,"ozone",0.041446
-105.070358,39.534488,"ozone",0.0562716666666667
-119.746761,39.540917,"ozone",0.040843
-105.29841,39.541515,"ozone",0.0544316666666667
-107.784125,39.54182,"ozone",0.048796
-75.730833,39.551111,"ozone",0.04066
-87.313056,39.560556,"ozone",0.04631
-76.203889,39.563333,"ozone",0.04542
-77.721639,39.565582,"ozone",0.045019
-104.957193,39.567887,"ozone",0.0547803333333333
-86.477893,39.575634,"ozone",0.04647
-119.247741,39.602787,"ozone",0.049824
-110.800749,39.60996,"ozone",0.054973
-85.870648,39.613423,"ozone",0.04659
-83.2605,39.6359,"ozone",0.043776
-104.569335,39.638522,"ozone",0.056632
-105.13948,39.638781,"ozone",0.053203
-119.840025,39.645264,"ozone",0.044628
-83.94285,39.66575,"ozone",0.043797
-74.861491,39.68425,"ozone",0.044818
-75.86,39.701111,"ozone",0.045533
-79.012,39.70595,"ozone",0.045213
-121.618836,39.714041,"ozone",0.048574
-75.558056,39.739444,"ozone",0.043105
-105.177989,39.743724,"ozone",0.0576173333333333
-86.186314,39.749019,"ozone",0.042989
-104.987625,39.751184,"ozone",0.04371
-86.397124,39.759003,"ozone",0.041315
-121.84162,39.761538,"ozone",0.039044
-75.496389,39.773889,"ozone",0.041545
-105.00518,39.77949,"ozone",0.048803
-84.13437,39.78563,"ozone",0.04444
-83.47606,39.78819,"ozone",0.044236
-86.06085,39.789486,"ozone",0.046318
-75.212119,39.800339,"ozone",0.044474
-80.26567,39.80933,"ozone",0.043449
-86.114469,39.811097,"ozone",0.047365
-75.563889,39.817222,"ozone",0.044021
-89.640926,39.831522,"ozone",0.043626
-75.768242,39.834461,"ozone",0.044371
-75.3725,39.835556,"ozone",0.043818
-84.72049,39.83562,"ozone",0.043401
-104.94984,39.838119,"ozone",0.0545296666666667
-83.99773,39.85567,"ozone",0.043479
-86.021317,39.858922,"ozone",0.041458
-76.462055,39.86097,"ozone",0.046268
-88.925594,39.866834,"ozone",0.042962
-109.097302,39.868622,"ozone",0.056959
-105.188587,39.912799,"ozone",0.0587193333333333
-91.335868,39.915409,"ozone",0.04208
-77.3078,39.9231,"ozone",0.046291
-75.125291,39.934446,"ozone",0.042453
-85.840471,39.935041,"ozone",0.042687
-81.3373,39.9428,"ozone",0.044513
-94.849,39.9544,"ozone",0.044949
-105.238458,39.957212,"ozone",0.0539936666666667
-77.475556,39.961111,"ozone",0.049134
-82.95549,39.96523,"ozone",0.044023
-76.699444,39.965278,"ozone",0.045719
-79.2515,39.9878,"ozone",0.04121
-75.080833,39.991389,"ozone",0.027077
-86.395172,39.997484,"ozone",0.046645
-83.80456,40.00103,"ozone",0.045394
-85.656937,40.002547,"ozone",0.043956
-75.09778,40.008889,"ozone",0.029169
-82.433,40.026037,"ozone",0.04336
-75.002405,40.035985,"ozone",0.047489
-107.8475,40.038889,"ozone",0.051005
-76.1124,40.043833,"ozone",0.043145
-76.283333,40.046667,"ozone",0.044943
-88.372549,40.052242,"ozone",0.045094
-109.688108,40.05671,"ozone",0.058023
-74.44405,40.06483,"ozone",0.042364
-85.992451,40.068297,"ozone",0.042489
-75.011549,40.0764,"ozone",0.044752
-82.81552,40.0845,"ozone",0.046542
-84.11412,40.08455,"ozone",0.044084
-108.761389,40.086944,"ozone",0.053303
-82.959773,40.0877,"ozone",0.041621
-74.882222,40.107222,"ozone",0.044724
-75.309167,40.112222,"ozone",0.044479
-111.660502,40.136336,"ozone",0.052592
-79.902222,40.146667,"ozone",0.04367
-80.261389,40.170556,"ozone",0.042589
-122.23694,40.17583,"ozone",0.041713
-109.353932,40.206291,"ozone",0.060797
-110.841056,40.208652,"ozone",0.052724
-110.182742,40.216779,"ozone",0.054922
-88.188519,40.244913,"ozone",0.041977
-76.846988,40.246992,"ozone",0.042734
-111.663056,40.253611,"ozone",0.055401
-122.093857,40.262084,"ozone",0.052144
-80.243995,40.268963,"ozone",0.041307
-76.681389,40.272222,"ozone",0.044866
-105.545595,40.277204,"ozone",0.054646
-74.0051,40.277647,"ozone",0.045332
-105.5453,40.2778,"ozone",0.0549063333333333
-74.742644,40.283092,"ozone",0.043374
-110.009732,40.294178,"ozone",0.056699
-85.245367,40.300015,"ozone",0.041503
-79.505667,40.304694,"ozone",0.043874
-78.915,40.309722,"ozone",0.041868
-82.691724,40.310025,"ozone",0.043164
-74.8729,40.3125,"ozone",0.044755
-76.383447,40.337328,"ozone",0.04675
-83.063971,40.356694,"ozone",0.044143
-80.61558,40.36644,"ozone",0.042125
-80.169943,40.375644,"ozone",0.04354
-75.9686,40.38335,"ozone",0.044708
-104.73744,40.386368,"ozone",0.0555496666666667
-79.692811,40.428076,"ozone",0.04067
-109.3047,40.4372,"ozone",0.052534
-80.420833,40.445278,"ozone",0.045122
-80.016155,40.445577,"ozone",0.045901
-109.510393,40.452267,"ozone",0.05243
-122.298866,40.452913,"ozone",0.035762
-77.165556,40.456944,"ozone",0.043887
-74.429439,40.462182,"ozone",0.044387
-79.960757,40.46542,"ozone",0.041029
-109.906796,40.483598,"ozone",0.053252
-107.891109,40.506946,"ozone",0.05159
-75.789721,40.51408,"ozone",0.041575
-74.806671,40.515262,"ozone",0.043285
-88.996896,40.518735,"ozone",0.046123
-78.370833,40.535278,"ozone",0.042491
-121.573569,40.536806,"ozone",0.046009
-86.553035,40.540455,"ozone",0.046625
-112.299618,40.543309,"ozone",0.052649
-122.380258,40.549577,"ozone",0.029363
-80.503948,40.56252,"ozone",0.044895
-78.919972,40.56333,"ozone",0.046201
-105.07892,40.57747,"ozone",0.0498916666666667
-105.141122,40.592543,"ozone",0.0566823333333333
-74.12525,40.59664,"ozone",0.043388
-75.4325,40.611944,"ozone",0.04484
-79.72941,40.613949,"ozone",0.044359
-75.341111,40.628056,"ozone",0.043503
-105.275029,40.642103,"ozone",0.053178
-74.126081,40.67025,"ozone",0.039264
-80.359722,40.684722,"ozone",0.043737
-89.606943,40.68742,"ozone",0.039038
-122.402194,40.689253,"ozone",0.037433
-75.237156,40.692224,"ozone",0.043621
-92.006318,40.695078,"ozone",0.0430715
-81.598333,40.712778,"ozone",0.042528
-124.20139,40.71528,"ozone",0.028707
-77.9319,40.7208,"ozone",0.044229
-74.192892,40.720989,"ozone",0.039533
-73.82153,40.73614,"ozone",0.041713
-112.210278,40.736389,"ozone",0.05432
-111.872222,40.736389,"ozone",0.054132
-73.41919,40.74529,"ozone",0.042621
-89.585869,40.745504,"ozone",0.04478
-80.316442,40.747796,"ozone",0.041442
-84.0539,40.770944,"ozone",0.044953
-124.1775,40.776944,"ozone",0.027301
-74.676301,40.787628,"ozone",0.045157
-77.877028,40.811389,"ozone",0.042112
-79.56475,40.814183,"ozone",0.048461
-85.6611,40.816,"ozone",0.046565
-73.902,40.81618,"ozone",0.038856
-73.94825,40.81976,"ozone",0.036232
-73.05754,40.82799,"ozone",0.043307
-81.378333,40.828052,"ozone",0.043885
-73.87809,40.8679,"ozone",0.040662
-73.991994,40.870436,"ozone",0.043161
-106.306111,40.882222,"ozone",0.049896
-111.884467,40.902967,"ozone",0.049974
-75.067815,40.92458,"ozone",0.038194
-81.123519,40.931398,"ozone",0.042723
-85.379842,40.96071,"ozone",0.039758
-72.71238,40.96078,"ozone",0.045863
-95.044951,40.969112,"ozone",0.039658
-96.677222,40.984722,"ozone",0.038327
-80.346442,40.995848,"ozone",0.042498
-73.585,41.003611,"ozone",0.048765
-73.76366,41.05192,"ozone",0.042548
-74.255544,41.058617,"ozone",0.04197
-81.9239,41.0604,"ozone",0.041318
-75.32328,41.08306,"ozone",0.041533
-85.101816,41.094965,"ozone",0.043246
-80.658856,41.096142,"ozone",0.040028
-81.503547,41.106486,"ozone",0.036879
-78.526194,41.1175,"ozone",0.044
-73.336667,41.118333,"ozone",0.050226
-73.103056,41.1525,"ozone",0.051366
-74.02819,41.18208,"ozone",0.041533
-81.330486,41.182466,"ozone",0.029362
-111.975524,41.206321,"ozone",0.055645
-95.945897,41.207958,"ozone",0.038512
-76.003333,41.209167,"ozone",0.040484
-80.484779,41.215014,"ozone",0.044675
-85.016821,41.221418,"ozone",0.043895
-88.190967,41.221537,"ozone",0.040438
-80.662559,41.240456,"ozone",0.044229
-95.973142,41.247486,"ozone",0.044592
-76.9238,41.2508,"ozone",0.043198
-72.55,41.260833,"ozone",0.049403
-75.846389,41.265556,"ozone",0.041688
-93.583983,41.285533,"ozone",0.0402285
-72.902871,41.3014,"ozone",0.045822
-111.987871,41.303614,"ozone",0.05568
-95.960967,41.306758,"ozone",0.03754
-70.785225,41.330469,"ozone",0.042356
-72.07882,41.35362,"ozone",0.046784
-81.864608,41.36189,"ozone",0.04125
-83.611104,41.377685,"ozone",0.042257
-73.443056,41.399167,"ozone",0.046491
-82.095729,41.420882,"ozone",0.03915
-80.1451,41.4271,"ozone",0.041505
-75.623056,41.442778,"ozone",0.042864
-80.591036,41.454235,"ozone",0.040868
-73.70977,41.45589,"ozone",0.038936
-75.578186,41.479116,"ozone",0.044612
-81.678449,41.492117,"ozone",0.034044
-112.018863,41.492707,"ozone",0.054911
-83.718944,41.494174,"ozone",0.043388
-71.423705,41.49511,"ozone",0.045582
-87.038546,41.510293,"ozone",0.043421
-90.51735,41.514727,"ozone",0.040756
-81.249906,41.515051,"ozone",0.042902
-74.21534,41.52375,"ozone",0.03414
-90.587611,41.530011,"ozone",0.041571
-81.458834,41.537344,"ozone",0.04267
-86.370589,41.551696,"ozone",0.039722
-72.63,41.552222,"ozone",0.047086
-81.575256,41.55523,"ozone",0.041325
-78.7674,41.598,"ozone",0.043169
-93.643118,41.603159,"ozone",0.04058
-87.304729,41.60668,"ozone",0.042901
-71.72,41.615237,"ozone",0.044989
-87.199248,41.617558,"ozone",0.044689
-86.684615,41.629098,"ozone",0.044667
-87.493623,41.63946,"ozone",0.0414
-83.54625,41.644067,"ozone",0.037089
-76.939167,41.644722,"ozone",0.044728
-70.897504,41.645381,"ozone",0.04166
-87.99057,41.66812,"ozone",0.04199
-87.732457,41.670992,"ozone",0.039144
-81.422455,41.673006,"ozone",0.04435
-83.30693,41.675213,"ozone",0.041249
-87.494734,41.6814,"ozone",0.043775
-71.169235,41.685707,"ozone",0.044547
-86.214683,41.696692,"ozone",0.046813
-90.521944,41.699174,"ozone",0.03789
-76.512726,41.705226,"ozone",0.035915
-86.907743,41.717022,"ozone",0.047825
-85.83055,41.71805,"ozone",0.039415
-81.242156,41.726811,"ozone",0.042178
-122.633579,41.726892,"ozone",0.038813
-111.8375,41.731111,"ozone",0.050529
-87.713488,41.7514,"ozone",0.039246
-86.11009,41.75487,"ozone",0.042169
-87.54535,41.755832,"ozone",0.046131
-95.948435,41.780261,"ozone",0.041468
-72.631667,41.784722,"ozone",0.043681
-73.74136,41.78555,"ozone",0.039971
-87.601646,41.790787,"ozone",0.035844
-88.072827,41.813049,"ozone",0.038398
-73.297257,41.821342,"ozone",0.047393
-95.928185,41.832256,"ozone",0.0422325
-72.01,41.8402,"ozone",0.043531
-71.36077,41.841573,"ozone",0.045306
-87.75247,41.855243,"ozone",0.039224
-90.177574,41.874999,"ozone",0.0420485
-93.6878,41.882867,"ozone",0.0418435
-86.001629,41.89557,"ozone",0.048907
-91.651944,41.910556,"ozone",0.042275
-112.233179,41.94595,"ozone",0.051373
-80.572808,41.959695,"ozone",0.044066
-87.876265,41.965193,"ozone",0.034186
-70.023598,41.975804,"ozone",0.04175
-72.388056,41.976389,"ozone",0.046476
-91.68766,41.97677,"ozone",0.0414355
-87.792002,41.984332,"ozone",0.040903
-83.946559,41.995568,"ozone",0.04571
-88.273029,42.049148,"ozone",0.038391
-87.863225,42.060285,"ozone",0.040436
-87.674167,42.061857,"ozone",0.042311
-77.20978,42.09142,"ozone",0.038184
-71.619399,42.099699,"ozone",0.041409
-87.799227,42.139996,"ozone",0.042245
-80.038611,42.14175,"ozone",0.042591
-72.555112,42.19438,"ozone",0.042681
-86.309694,42.19779,"ozone",0.048107
-71.11397,42.211774,"ozone",0.043163
-88.242207,42.221442,"ozone",0.040283
-83.2082,42.22862,"ozone",0.0412
-122.7877,42.229891,"ozone",0.044443
-83.599602,42.240565,"ozone",0.044131
-71.875511,42.274319,"ozone",0.042727
-85.54189,42.278067,"ozone",0.046038
-91.526879,42.281013,"ozone",0.041753
-89.9997,42.2869,"ozone",0.042976
-72.334079,42.298493,"ozone",0.042034
-70.968359,42.317372,"ozone",0.042736
-71.0826,42.3295,"ozone",0.034722
-89.037775,42.334982,"ozone",0.039887
-72.523109,42.400579,"ozone",0.037575
-76.6538,42.4006,"ozone",0.042143
-83.902,42.4165,"ozone",0.044294
-83.000138,42.43084,"ozone",0.045358
-83.183199,42.463063,"ozone",0.044121
-87.810047,42.467573,"ozone",0.043542
-70.970816,42.474642,"ozone",0.044066
-79.31881,42.49963,"ozone",0.044069
-83.005971,42.51334,"ozone",0.044039
-71.362068,42.62668,"ozone",0.042626
-73.167428,42.63668,"ozone",0.045295
-73.75733,42.68075,"ozone",0.041602
-71.522427,42.718664,"ozone",0.042055
-82.793463,42.731394,"ozone",0.045055
-84.534633,42.738618,"ozone",0.046182
-92.513056,42.743056,"ozone",0.0401515
-96.707208,42.751518,"ozone",0.042652
-86.148577,42.767786,"ozone",0.049146
-71.10229,42.770837,"ozone",0.040854
-84.393795,42.798339,"ozone",0.04453
-70.817783,42.814412,"ozone",0.042989
-97.854,42.8292,"ozone",0.043723
-71.878389,42.86175,"ozone",0.043563
-71.380172,42.862536,"ozone",0.042062
-73.24984,42.88759,"ozone",0.040558
-85.852734,42.894451,"ozone",0.046187
-72.272389,42.930472,"ozone",0.040732
-82.456229,42.953336,"ozone",0.04211
-85.671339,42.984173,"ozone",0.045983
-78.77153,42.99328,"ozone",0.044553
-73.6489,43.01209,"ozone",0.03782
-70.713806,43.045278,"ozone",0.040164
-83.670159,43.047224,"ozone",0.043872
-76.05921,43.05235,"ozone",0.039867
-70.748,43.075333,"ozone",0.039823
-94.693518,43.123704,"ozone",0.041756
-77.54817,43.14618,"ozone",0.040029
-83.461541,43.168336,"ozone",0.045304
-85.416608,43.176672,"ozone",0.04441
-71.5145,43.2185,"ozone",0.03994
-78.47888,43.22386,"ozone",0.039886
-77.17136,43.23086,"ozone",0.041981
-86.311083,43.278061,"ozone",0.046315
-76.46324,43.28428,"ozone",0.038303
-70.471034,43.343167,"ozone",0.041371
-74.51625,43.44957,"ozone",0.039729
-113.562222,43.460556,"ozone",0.049401
-96.700769,43.54792,"ozone",0.048972
-103.4839,43.5578,"ozone",0.048795
-70.207324,43.561043,"ozone",0.040945
-71.496361,43.566111,"ozone",0.036331
-116.178156,43.577603,"ozone",0.0435716666666667
-70.87734,43.58889,"ozone",0.037722
-116.347853,43.600699,"ozone",0.04696
-83.3591,43.6138,"ozone",0.0437
-72.309583,43.629611,"ozone",0.036929
-70.629138,43.656764,"ozone",0.036863
-70.268965,43.660246,"ozone",0.035506
-74.98538,43.68578,"ozone",0.037005
-101.941218,43.74561,"ozone",0.044721
-123.0353,43.8345,"ozone",0.034797
-82.6429,43.836388,"ozone",0.043306
-69.26059,43.917955,"ozone",0.041011
-71.7008,43.945,"ozone",0.034736
-86.294415,43.953334,"ozone",0.043845
-74.2232,43.9731,"ozone",0.035411
-70.124608,43.974622,"ozone",0.036244
-92.450366,43.996908,"ozone",0.041986
-69.82778,44.005,"ozone",0.036995
-121.260166,44.021896,"ozone",0.042248
-123.083737,44.026312,"ozone",0.033562
-75.97316,44.08747,"ozone",0.039493
-103.315765,44.155636,"ozone",0.04819
-85.739,44.1809,"ozone",0.043371
-69.785,44.230622,"ozone",0.038896
-70.860605,44.250922,"ozone",0.030879
-71.30375,44.270167,"ozone",0.051155
-86.242649,44.307,"ozone",0.044023
-71.217694,44.308167,"ozone",0.036644
-84.891865,44.310555,"ozone",0.044159
-96.807299,44.348604,"ozone",0.043352
-68.22698,44.351697,"ozone",0.042555
-73.90312,44.36608,"ozone",0.041316
-68.2609,44.37705,"ozone",0.041898
-73.8589,44.39308,"ozone",0.040764
-95.81789,44.4438,"ozone",0.043531
-93.012611,44.473754,"ozone",0.041689
-72.86884,44.52839,"ozone",0.039431
-67.59587,44.531907,"ozone",0.037517
-86.109408,44.616943,"ozone",0.044044
-68.670752,44.735978,"ozone",0.037822
-93.512534,44.791437,"ozone",0.041796
-122.915085,44.81029,"ozone",0.035893
-67.060728,44.963633,"ozone",0.034845
-93.254759,44.965242,"ozone",0.033058
-74.695005,44.980577,"ozone",0.034729
-93.207615,45.13768,"ozone",0.041627
-92.765136,45.168004,"ozone",0.039623
-93.66921,45.20916,"ozone",0.041084
-122.588151,45.25928,"ozone",0.037562
-106.48982,45.366151,"ozone",0.044397
-93.20306,45.40184,"ozone",0.039312
-122.854437,45.402446,"ozone",0.033353
-105.370283,45.440295,"ozone",0.043192
-122.602877,45.496641,"ozone",0.032289
-94.13345,45.549839,"ozone",0.039582
-122.7721,45.768531,"ozone",0.02996
-119.262991,45.828968,"ozone",0.045576
-93.75945,46.2053,"ozone",0.036784
-85.950227,46.288877,"ozone",0.042475
-94.1303,46.39674,"ozone",0.038817
-84.364167,46.493611,"ozone",0.038436
-68.4135,46.6041,"ozone",0.033873
-68.033006,46.696431,"ozone",0.032372
-92.52377,46.70527,"ozone",0.035473
-92.08936,46.81826,"ozone",0.031913
-100.76821,46.825425,"ozone",0.042503
-114.021499,46.842181,"ozone",0.042019
-111.987164,46.8505,"ozone",0.040874
-95.846272,46.851811,"ozone",0.040921
-103.37853,46.8943,"ozone",0.045203
-96.85535,46.933754,"ozone",0.03855
-109.455315,47.048537,"ozone",0.040851
-101.428056,47.185833,"ozone",0.043258
-101.766944,47.298611,"ozone",0.042271
-102.5273,47.3132,"ozone",0.04024
-103.2995,47.5812,"ozone",0.043987
-104.485552,47.803392,"ozone",0.040088
-91.495574,47.948622,"ozone",0.036178
-103.63951,48.15278,"ozone",0.040674
-107.862471,48.317507,"ozone",0.03662
-92.830556,48.413333,"ozone",0.036648
-113.996536,48.510165,"ozone",0.037556
-102.4018,48.64193,"ozone",0.039986
-148.965726,63.725344,"ozone",0.032419
-147.727413,64.84569,"ozone",0.026943
-155.778136,19.117561,"pm25",10.7555823333333
-155.480183,19.2039,"pm25",5.26003733333333
-155.913417,19.509778,"pm25",12.5825146666667
-155.102028,19.555444,"pm25",3.05356033333333
-155.11053,19.717562,"pm25",6.847321
-155.798067,19.977467,"pm25",7.71339933333333
-156.446373,20.780997,"pm25",5.844444
-156.370344,20.902031,"pm25",6.904643
-157.871171,21.303382,"pm25",6.183662
-157.85542,21.30758,"pm25",5.294257
-158.088613,21.323745,"pm25",3.17944
-157.969126,21.392833,"pm25",5.509141
-159.36624,21.949599,"pm25",3.910674
-80.482778,25.471944,"pm25",5.613584
-80.215556,25.794222,"pm25",6.8172725
-80.326389,25.941944,"pm25",5.752066
-97.162206,26.06961,"pm25",10.404167
-80.237586,26.083143,"pm25",6.9968415
-98.29107,26.226226,"pm25",10.12619
-80.09647,26.292025,"pm25",6.679208
-80.092778,26.456944,"pm25",5.302542
-81.877908,26.602016,"pm25",5.6867405
-80.233889,26.730833,"pm25",5.0368895
-82.507222,27.290556,"pm25",5.397496
-82.739875,27.785866,"pm25",6.3567655
-97.43156,27.804493,"pm25",9.6310345
-97.465701,27.811814,"pm25",9.106897
-82.2304,27.96565,"pm25",6.690811
-82.78215,27.986283,"pm25",6.233945
-81.972222,28.028889,"pm25",6.384914
-80.628611,28.053611,"pm25",5.776667
-81.3625,28.596389,"pm25",5.821078
-81.310556,28.746111,"pm25",5.994973
-82.7,28.980556,"pm25",6.8470055
-81.0525,29.206667,"pm25",6.252137
-94.861289,29.254474,"pm25",8.434826
-98.311692,29.275381,"pm25",7.676271
-98.620166,29.51509,"pm25",8.22623
-95.128508,29.670025,"pm25",8.952448
-90.779967,29.678883,"pm25",7.147009
-82.387778,29.706111,"pm25",6.7880775
-95.257593,29.733726,"pm25",11.6255
-95.031232,29.770698,"pm25",9.595
-90.083333,29.883056,"pm25",7.838136
-95.326125,29.901037,"pm25",10.716949
-89.976263,29.94475,"pm25",7.787931
-90.275091,30.043573,"pm25",7.209226
-81.634167,30.135556,"pm25",6.269565
-93.214514,30.177143,"pm25",7.968908
-92.051389,30.2175,"pm25",7.875
-91.060556,30.217778,"pm25",8.786179
-91.316111,30.220556,"pm25",7.607692
-93.578333,30.227778,"pm25",7.3912
-97.712885,30.2632,"pm25",8.312245
-89.395916,30.300833,"pm25",7.916667
-81.547778,30.354722,"pm25",6.339307
-81.635396,30.356339,"pm25",7.144409
-88.53393,30.378287,"pm25",8.849
-89.049778,30.390369,"pm25",8.727273
-84.346389,30.439722,"pm25",8.046896
-91.17922,30.46198,"pm25",9.059328
-97.872301,30.483168,"pm25",7.317544
-87.881412,30.498001,"pm25",8.383784
-91.213556,30.500643,"pm25",8.817465
-90.376944,30.503056,"pm25",7.3456365
-87.20355,30.525367,"pm25",7.5922335
-88.087526,30.769941,"pm25",8.287179
-83.294444,30.848056,"pm25",8.45566
-81.495881,31.169735,"pm25",8.181657
-92.410611,31.177638,"pm25",7.269291
-85.390768,31.226359,"pm25",8.27
-89.287167,31.323639,"pm25",10.0775845
-110.936718,31.337204,"pm25",9.1294838
-109.539683,31.3492,"pm25",6.964258
-84.100194,31.576917,"pm25",10.0829285714286
-106.45522,31.765698,"pm25",10.22980925
-106.50126,31.768291,"pm25",8.698276
-81.161847,32.110759,"pm25",9.045614
-110.9823,32.29515,"pm25",5.918159
-106.767778,32.321944,"pm25",6.596296
-111.038389,32.322661,"pm25",5.233607
-90.182722,32.329111,"pm25",11.54717
-90.1412,32.385731,"pm25",9.73
-86.256367,32.40712,"pm25",9.15014
-84.9316,32.42905,"pm25",9.722414
-93.794999,32.471666,"pm25",11.1503475
-84.99911,32.476781,"pm25",9.7869825
-97.026922,32.482082,"pm25",8.817241
-84.980977,32.483543,"pm25",9.655
-92.046093,32.509713,"pm25",8.084483
-84.944795,32.521302,"pm25",9.808333
-83.597907,32.6056,"pm25",8.655932
-117.059075,32.631231,"pm25",9.490909
-94.167457,32.668987,"pm25",9.331148
-115.484144,32.676186,"pm25",13.4554025
-114.61444,32.690278,"pm25",6.721362
-117.149653,32.701492,"pm25",11.281254
-116.365203,32.725226,"pm25",1.94456666666667
-103.122917,32.726656,"pm25",7.77148333333333
-97.342334,32.759143,"pm25",10.506897
-96.797686,32.774262,"pm25",10.577273
-83.641096,32.777455,"pm25",9.844981
-79.958694,32.790984,"pm25",7.121846
-116.942092,32.791194,"pm25",11.943563
-115.56306,32.79222,"pm25",7.051639
-83.543521,32.805408,"pm25",8.168696
-97.356568,32.805818,"pm25",10.370339
-96.860082,32.819952,"pm25",10.5517673333333
-116.768225,32.842242,"pm25",7.937861
-117.123894,32.845467,"pm25",8.657174
-111.752222,32.877583,"pm25",8.0052185
-83.333775,32.881829,"pm25",9.853333
-82.80876,32.974881,"pm25",9.396364
-115.53917,32.97833,"pm25",7.237705
-80.06501,32.980254,"pm25",7.7718075
-111.97205,33.01053,"pm25",14.83571
-117.075325,33.127711,"pm25",12.4179166666667
-91.950377,33.136862,"pm25",9.118103
-87.484217,33.18935,"pm25",8.968696
-117.396158,33.217025,"pm25",8.491545
-92.669619,33.220274,"pm25",9.555833
-86.349438,33.279747,"pm25",9.172807
-85.802182,33.281261,"pm25",8.045763
-86.821104,33.312927,"pm25",8.989076
-87.003611,33.331111,"pm25",9.76604
-117.09023,33.362593,"pm25",7.984673
-112.07533,33.40316,"pm25",9.597443
-111.86507,33.41045,"pm25",5.681389
-111.93473,33.4124,"pm25",8.693906
-111.503222,33.421194,"pm25",5.506195
-94.070802,33.425758,"pm25",10.401754
-112.11814,33.4265,"pm25",10.579387
-82.022217,33.433349,"pm25",9.234234
-117.088649,33.447867,"pm25",10.878861
-112.14257,33.48385,"pm25",9.91305033333333
-111.855654,33.488242,"pm25",5.2304385
-86.924167,33.499722,"pm25",9.9043985
-112.095767,33.503833,"pm25",7.7777035
-86.549167,33.545278,"pm25",10.147879
-86.815,33.553056,"pm25",10.9762883333333
-112.06626,33.56033,"pm25",7.991989
-86.796389,33.565278,"pm25",11.503226
-112.19196,33.57454,"pm25",7.506044
-84.391028,33.609867,"pm25",9.72069
-117.67593,33.63003,"pm25",8.095726
-84.29048,33.68797,"pm25",10.3199616666667
-116.21537,33.70853,"pm25",8.330508
-81.853635,33.739963,"pm25",8.605217
-118.17533,33.79236,"pm25",11.89275325
